Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
699	340298	you had problems with BT ? How long did it take for it to fix your problem ? Have you	<<< been stood >>>	up by an engineer of had an excessive wait to even get connected ? Or do you think BT is	you_ppy had_vhn problems_nn2 with_iw BT_np1 ?_? How_rgq@_rrq long_rr did_vdd it_pph1 take_vvi for_if it_pph1 to_to fix_vvi your_appge problem_nn1 ?_? Have_vh0 you_ppy	<<< been_vbn stood_vvn@ >>>	up_rp by_ii an_at1 engineer_nn1 of_io had_vhn@_vhd an_at1 excessive_jj wait_nn1@_vv0 to_to even_rr get_vvi connected_jj_vvn ?_? Or_cc do_vd0 you_ppy think_vvi BT_np1 is_vbz	Great Britain	wlp_gb_g12.txt	My BT nightmare: More than a month to connect to broadband | This	General	http://www.thisismoney.co.uk/money/bills/article-2228067/My-BT-nightmare-More-month-connect-broadband.html	1538	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=698	789219124	789219125
700	372999	consoles , the 5.1 sound is absolutely terribly mixed ( ca n't hear a thing people are saying unless they	<<< 're stood >>>	directly behind you , on the phone or in a cutscene ) . And thats just the basics ... !	consoles_nn2@ ,_, the_at 5.1_mc sound_nn1 is_vbz absolutely_rr terribly_rr mixed_vvn (_( ca_vm n't_xx hear_vvi a_at1 thing_nn1 people_nn are_vbr saying_vvg unless_cs they_pphs2	<<< 're_vbr stood_vvn@ >>>	directly_rr behind_ii_rl@ you_ppy ,_, on_ii the_at phone_nn1 or_cc in_ii a_at1 cutscene_nn1 )_) ._. And_cc thats_vvz_nn2 just_rr the_at basics_nn2 ..._... !_!	Great Britain	wlp_gb_g12.txt	News: Splinter Cell Conviction back to the drawing board	General	http://www.computerandvideogames.com/189247/splinter-cell-conviction-back-to-the-drawing-board/	7262	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=699	790067109	790067110
701	436798	and thanked people from across the world for their messages of support and compassion . &lt;p&gt;  Mountain rescue teams have	<<< been stood >>>	down but the number of specialist police searchers has grown to about 100 officers , who continue to focus on	and_cc thanked_vvd_vvn people_nn from_ii across_ii_rl@ the_at world_nn1 for_if their_appge messages_nn2 of_io support_nn1 and_cc compassion_nn1 ._. &lt;p&gt; _null Mountain_nn1 rescue_nn1_vv0 teams_nn2 have_vh0	<<< been_vbn stood_vvn@ >>>	down_rp but_ccb the_at number_nn1 of_io specialist_nn1_jj@ police_nn2 searchers_nn2 has_vhz grown_vvn to_ii about_rg 100_mc officers_nn2 ,_, who_pnqs continue_vv0 to_to focus_vvi on_ii	Great Britain	wlp_gb_g12.txt	April Jones murder accused faces court | UK news | guardian.co.uk	General	http://www.guardian.co.uk/uk/2012/oct/08/april-jones-murder-accused-court	680	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=700	791584043	791584044
702	451998	and now we do n't speak . Two : Abbie . Also stunning . I was n't thinking . She	<<< was stood >>>	behind me , tapped me on the shoulder and said I smell nice . I turned around and @ @	and_cc now_rt we_ppis2 do_vd0 n't_xx speak_vvi ._. Two_mc :_: Abbie_np1 ._. Also_rr stunning_jj_vvg@ ._. I_ppis1 was_vbdz n't_xx thinking_vvg ._. She_pphs1	<<< was_vbdz stood_vvn@ >>>	behind_ii me_ppio1 ,_, tapped_vvd me_ppio1 on_ii the_at shoulder_nn1 and_cc said_vvd I_ppis1 smell_vv0 nice_jj_rr@ ._. I_ppis1 turned_vvd around_rp and_cc @_ii @_ii	Great Britain	wlp_gb_g12.txt	I need a bit of cheering up if I'm honest? - Yahoo! UK &amp; Ireland	General	http://uk.answers.yahoo.com/question/index?qid=20121112125132AAdAJT0	852	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=701	791910173	791910174
703	459293	An Icon In The Making &lt;p&gt;  We first meet Frank on one of Donnie 's many sleepwalking misadventures ; he	<<< 's stood >>>	by a golf bunker in his grey rabbit suit . The iconic bunny tells Donnie when the world will end	An_at1 Icon_nn1 In_ii The_at Making_nn1@ &lt;p&gt; _null We_ppis2 first_md meet_vv0 Frank_np1_jj@ on_ii one_mc1 of_io Donnie_np1 's_ge_vhz@ many_da2 sleepwalking_jj@ misadventures_nn2 ;_; he_pphs1	<<< 's_vbz_vhz@ stood_vvn >>>	by_ii a_at1 golf_nn1 bunker_nn1 in_ii his_appge grey_jj rabbit_nn1 suit_nn1 ._. The_at iconic_jj bunny_nn1 tells_vvz Donnie_np1_nn1@ when_cs_rrq the_at world_nn1 will_vm end_vvi	Great Britain	wlp_gb_g12.txt	50 Reasons Why DONNIE DARKO Might Just Be The Greatest Film	General	http://whatculture.com/film/50-reasons-why-donnie-darko-might-just-be-the-greatest-film-of-all-time.php	4624	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=702	792071807	792071808
704	470199	boys are better than girls . &lt;p&gt;  The idea for this post came to me one Sunday evening . I	<<< was stood >>>	there doing the ironing and utterly failing to come up with any ideas for my own website when the sight	boys_nn2 are_vbr better_rrr_jjr than_csn girls_nn2 ._. &lt;p&gt; _null The_at idea_nn1 for_if this_dd1 post_nn1 came_vvd to_ii me_ppio1 one_mc1 Sunday_npd1 evening_nnt1 ._. I_ppis1	<<< was_vbdz stood_vvn@ >>>	there_rl doing_vdg the_at ironing_nn1 and_cc utterly_rr failing_vvg to_to come_vvi up_rp with_iw any_dd ideas_nn2 for_if my_appge own_da website_nn1 when_cs_rrq the_at sight_nn1	Great Britain	wlp_gb_g12.txt	Guest Post: 7 Reasons Boys Are Better Than Girls	General	http://7reasons.org/2011/03/26/guest-post-7-reasons-boys-are-better-than-girls	1844	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=703	792353477	792353478
705	482796	in order to prepare a human being to be able to communicate to God . Within that mosque every human	<<< is stood >>>	shoulder by shoulder but unaware of the world around and truly feels him/her self closest to God . This is	in_bcl21 order_bcl22 to_to prepare_vvi a_at1 human_jj being_nn1 to_to be_vbi able_jk to_to communicate_vvi to_ii God_np1 ._. Within_ii that_dd1 mosque_nn1 every_at1 human_nn1	<<< is_vbz stood_vvn@ >>>	shoulder_nn1 by_ii shoulder_nn1 but_ccb unaware_jj of_io the_at world_nn1 around_rp_ii and_cc truly_rr feels_vvz him/her_ppho1 self_nn1 closest_rrt to_ii God_np1 ._. This_dd1 is_vbz	Great Britain	wlp_gb_g12.txt	British Museum - Hajj stories	General	http://www.britishmuseum.org/whats_on/past_exhibitions/2012/hajj/hajj_stories.aspx	36137	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=704	792635998	792635999
706	482796	. &lt;p&gt;  Mumzy Shah Luton &lt;p&gt;  My most vivid memory of Hajj is in 2001 . Me and my mother	<<< were stood >>>	on the plain of Arafah with almost three million other human beings . From all different continents , different colours	._. &lt;p&gt; _null Mumzy_np1@_jj Shah_np1 Luton_np1 &lt;p&gt; _null My_appge most_rgt vivid_jj memory_nn1 of_io Hajj_np1_nn1@ is_vbz in_ii 2001_mc ._. Me_ppio1 and_cc my_appge mother_nn1	<<< were_vbdr stood_vvn@ >>>	on_ii the_at plain_nn1 of_io Arafah_np1_nn1@ with_iw almost_rr three_mc million_nno other_jj human_jj beings_nn2 ._. From_ii all_db different_jj continents_nn2 ,_, different_jj colours_nn2	Great Britain	wlp_gb_g12.txt	British Museum - Hajj stories	General	http://www.britishmuseum.org/whats_on/past_exhibitions/2012/hajj/hajj_stories.aspx	36137	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=705	792644164	792644165
707	485098	find him for years My Aunt lost all his papers medals and Photo 's ( I remember the photo he	<<< was stood >>>	with his foot on a chap and his hat was turned up at the side like an Australian hat )	find_vvi him_ppho1 for_if years_nnt2 My_appge Aunt_nn1 lost_vvd_vvn all_db his_appge papers_nn2 medals_nn2 and_cc Photo_nn1 's_ge (_( I_ppis1 remember_vv0 the_at photo_nn1 he_pphs1	<<< was_vbdz stood_vvn@ >>>	with_iw his_appge foot_nn1 on_ii a_at1 chap_nn1 and_cc his_appge hat_nn1 was_vbdz turned_vvn up_rp at_ii the_at side_nn1 like_ii an_at1 Australian_jj hat_nn1 )_)	Great Britain	wlp_gb_g12.txt	J W WHITE no 8323 6th dragoon guards Family History Local History - RootsChat.com	General	http://www.rootschat.com/forum/index.php?PHPSESSID=cmjvif1kcj6754482d1vj80ct0&amp;topic=622825.0	838	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=706	792726440	792726441
708	562594	per cent increase in the number of people taking bicycles on holidays overseas . &lt;p&gt;  984 Two water polo referees	<<< are stood >>>	down after disallowing what appeared to be a legitimate goal in Spain 's defeat by Croatia . &lt;p&gt;  985 Dai	per_nnu21 cent_nnu22 increase_nn1_vv0 in_ii the_at number_nn1 of_io people_nn taking_vvg bicycles_nn2 on_ii holidays_nn2 overseas_rl ._. &lt;p&gt; _null 984_mc Two_mc water_nn1 polo_nn1 referees_nn2	<<< are_vbr stood_vvn@ >>>	down_rp after_ii disallowing_vvg what_ddq appeared_vvd to_to be_vbi a_at1 legitimate_jj goal_nn1 in_ii Spain_np1 's_ge defeat_nn1 by_ii Croatia_np1 ._. &lt;p&gt; _null 985_mc Dai_np1	Great Britain	wlp_gb_g12.txt	2012 things to remember the London Olympics by - The Independent	General	http://www.independent.co.uk/sport/olympics/news/2012-things-to-remember-the-london-olympics-by--part-1-1-to-1108-8045941.html	15096	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=707	794357452	794357453
709	738996	yourself and others you have been a schmuck ? &lt;p&gt;  Not on your life . &lt;h&gt;  Leon Festinger : On	<<< being stood >>>	up by the aliens &lt;p&gt;  Social psychologist Leon Festinger infiltrated a flying saucer doomsday cult in the late 1950s .	yourself_ppx1 and_cc others_nn2 you_ppy have_vh0 been_vbn a_at1 schmuck_nn1 ?_? &lt;p&gt; _null Not_xx on_ii your_appge life_nn1 ._. &lt;h&gt; _null Leon_np1 Festinger_np1 :_: On_ii	<<< being_vbg stood_vvn@ >>>	up_rp by_ii the_at aliens_nn2 &lt;p&gt; _null Social_jj psychologist_nn1 Leon_np1 Festinger_np1 infiltrated_vvd a_at1 flying_jj saucer_nn1 doomsday_nn1 cult_nn1 in_ii the_at late_jj 1950s_mc2 ._.	Great Britain	wlp_gb_g12.txt	Cognitive Dissonance: Stop Lying to Yourself - Uncommon Knowledge	General	http://www.uncommon-knowledge.co.uk/articles/stop-lying.html	2525	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=708	798168760	798168761
710	797797	chromatogram is made starting from a single spot of mixture placed towards one end of the base line . It	<<< is stood >>>	in a solvent as before and left until the solvent front gets close to the top of the paper .	chromatogram_nn1 is_vbz made_vvn starting_vvg_nn1 from_ii a_at1 single_jj spot_nn1 of_io mixture_nn1 placed_vvn towards_ii one_mc1 end_nn1 of_io the_at base_nn1 line_nn1 ._. It_pph1	<<< is_vbz stood_vvn@ >>>	in_ii a_at1 solvent_nn1_jj@ as_csa before_rt@_ii_cs and_cc left_vvn_vvd_jj until_cs_ii@ the_at solvent_nn1_jj@ front_nn1 gets_vvz close_rr_jj to_ii the_at top_nn1 of_io the_at paper_nn1 ._.	Great Britain	wlp_gb_g12.txt	paper chromatography	General	http://www.chemguide.co.uk/analysis/chromatography/paper.html	2253	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=709	799781679	799781680
711	1428496	of licence to say : ' There is a borderline challenge , which on a given day , dependingwhere you	<<< 're stood >>>	and how it looks , could go either way . '  &lt;p&gt;  City assistant manager Platt said he did	of_io licence_nn1 to_to say_vvi :_: '_@ There_ex is_vbz a_at1 borderline_nn1 challenge_nn1_vv0 ,_, which_ddq on_ii a_at1 given_jj@ day_nnt1 ,_, dependingwhere_rr you_ppy	<<< 're_vbr stood_vvn@ >>>	and_cc how_rrq it_pph1 looks_vvz ,_, could_vm go_vvi either_dd1 way_nn1 ._. '_@_ge  &lt;p&gt; _null City_nn1 assistant_nn1_jj manager_nn1 Platt_np1 said_vvd he_pphs1 did_vdd	Great Britain	wlp_gb_g12.txt	'Should have been sent off' - The Kop Blog post - Liverpool FC	General	http://thekop.liverpoolfc.com/_39Should-have-been-sent-off39/blog/5709349/173471.html	1020	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=710	800947824	800947825
712	1435793	doubt . I think it was madness to opt to bat on the first morning given that the team had	<<< been stood >>>	in the Leeds rain for an hour at 5am in the morning as a result of a fire alarm .	doubt_rr22 ._. I_ppis1 think_vv0 it_pph1 was_vbdz madness_nn1 to_to opt_vvi to_to bat_vvi on_ii the_at first_md morning_nnt1 given_cs21 that_cs22 the_at team_nn1 had_vhd	<<< been_vbn stood_vvn@ >>>	in_ii the_at Leeds_np1 rain_nn1 for_if an_at1 hour_nnt1 at_ii 5am_ra in_ii the_at morning_nnt1 as_ii a_at1 result_nn1 of_io a_at1 fire_nn1 alarm_nn1 ._.	Great Britain	wlp_gb_g12.txt	BBC - Tom Fordyce: How England can win the Ashes	General	http://www.bbc.co.uk/blogs/tomfordyce/2009/08/how_england_can_win_the_ashes.html	11172	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=711	801351149	801351150
713	1454596	.  &lt;p&gt;  Hernndez saw that Mr Evra was angry and upset . He said this :  Although I	<<< was stood >>>	with the medical staff , I could clearly hear Evra as he was speaking loudly . He said that during	._.  &lt;p&gt; _null Hernndez_np1@_nn1 saw_vvd that_cst Mr_nnb Evra_np1 was_vbdz angry_jj and_cc upset_vv0_jj_vvn ._. He_pphs1 said_vvd this_dd1 :_:  Although_cs I_ppis1	<<< was_vbdz stood_vvn@ >>>	with_iw the_at medical_jj staff_nn ,_, I_ppis1 could_vm clearly_rr hear_vvi Evra_np1_nn1@ as_csa he_pphs1 was_vbdz speaking_vvg loudly_rr ._. He_pphs1 said_vvd that_cst_dd1 during_ii	Great Britain	wlp_gb_g12.txt	Extracts from the FA report on the Luis Su�rez Patrice Evra racism	General	http://www.guardian.co.uk/football/2012/jan/01/fa-report-luis-suarez-patrice-evra	8057	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=712	802458108	802458109
714	1459293	laughing -- ' God help anyone who ignores my wishes , because when your turn comes to die I 'll	<<< be stood >>>	at the gates of hell waiting for you .  &lt;p&gt;  One suspects there may be a few others he	laughing_jj@_vvg --_zz '_ge God_np1_nn1@ help_vv0 anyone_pn1 who_pnqs ignores_vvz my_appge wishes_nn2 ,_, because_cs when_cs your_appge turn_nn1 comes_vvz to_to die_vvi I_ppis1 'll_vm	<<< be_vbi stood_vvn@ >>>	at_ii the_at gates_nn2 of_io hell_nn1 waiting_vvg_nn1@ for_if you_ppy ._.  &lt;p&gt; _null One_pn1_mc1 suspects_vvz there_ex_rl may_vm be_vbi a_at1 few_da2 others_nn2 he_pphs1	Great Britain	wlp_gb_g12.txt	Savage by name: Why is Paul O'Grady so angry? - Profiles - People	General	http://www.independent.co.uk/news/people/profiles/savage-by-name-why-is-paul-ogrady-so-angry-8219085.html	1660	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=713	802814115	802814116
715	1475492	texts every now and again . &lt;p&gt;  Anyway a few seasons after I played against her ex and who would	<<< be stood >>>	at the side of the pitch other than her looking really embarrassed as she noticed I 'd clocked her ,	texts_nn2 every_at1 now_rt and_cc again_rt ._. &lt;p&gt; _null Anyway_rr a_at1 few_da2 seasons_nnt2 after_cs I_ppis1 played_vvd against_ii her_appge_ppho1 ex_nn1@_ii and_cc who_pnqs would_vm	<<< be_vbi stood_vvn@ >>>	at_ii the_at side_nn1 of_io the_at pitch_nn1 other_ii21 than_ii22 her_ppho1_appge looking_vvg really_rr embarrassed_jj as_csa she_pphs1 noticed_vvd I_ppis1 'd_vhd clocked_vvn her_ppho1 ,_,	Great Britain	wlp_gb_g12.txt	Great moments in hook up history. - soccer24-7.com Forums	General	http://www.soccer24-7.com/forum/showthread.php?p=4298182	1082	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=714	803807317	803807318
716	1483892	were n't able to have any breakfast as the tables were all full , and one of these mornings we	<<< were stood >>>	waiting for about 20-25 minutes before deciding to give up and actually go out and make @ @ @ @	were_vbdr n't_xx able_jk to_to have_vhi any_dd breakfast_nn1 as_ii_csa the_at tables_nn2 were_vbdr all_db_rr@ full_jj ,_, and_cc one_mc1 of_io these_dd2 mornings_nnt2 we_ppis2	<<< were_vbdr stood_vvn@ >>>	waiting_vvg for_if about_rg%_ii 20-25_mcmc minutes_nnt2 before_ii deciding_vvg to_to give_vvi up_rp and_cc actually_rr go_vvi out_rp and_cc make_vvi @_ii @_ii @_ii @_ii	Great Britain	wlp_gb_g12.txt	Average as a whole - Georgian House Hotel, London Traveller	General	http://www.tripadvisor.co.uk/ShowUserReviews-g186338-d275575-r104508870-Georgian_House_Hotel-London_England.html	1279	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=715	804304906	804304907
717	1485796	 said someone I spoke to at the scene .  Nearly every hour , on the hour , he	<<< 's stood >>>	on top of the horse and spread his arms out like a crucified Jesus Christ .  &lt;p&gt;  Another passer-by	 said_vvd someone_pn1 I_ppis1 spoke_vvd to_ii at_ii the_at scene_nn1 ._.  Nearly_rr every_at1 hour_nnt1 ,_, on_ii the_at hour_nnt1 ,_, he_pphs1	<<< 's_vbz_vhz@ stood_vvn@ >>>	on_ii31 top_ii32 of_ii33 the_at horse_nn1 and_cc spread_vvd_vv0 his_appge arms_nn2 out_rp like_ii a_at1 crucified_jj@ Jesus_np1 Christ_np1 ._.  &lt;p&gt; _null Another_dd1 passer-by_nn1	Great Britain	wlp_gb_g12.txt	Whitehall Is Closed Off Because a Naked Man Climbed Up a Statue	General	http://www.vice.com/en_uk/read/whitehall-is-closed-down-because-a-naked-man-climbed-up-a-statue-and-threw-a-sword-at-police	378	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=716	804383835	804383836
718	3625687	not in court today . &lt;p&gt;  ? The case was called , they were not in court and the case	<<< was stood >>>	down and still they did not appear in court ? so we have to look at how the Attorney General	not_xx in_ii court_nn1 today_rt ._. &lt;p&gt; _null ?_? The_at case_nn1 was_vbdz called_vvn ,_, they_pphs2 were_vbdr not_xx in_ii court_nn1 and_cc the_at case_nn1	<<< was_vbdz stood_vvn@ >>>	down_rp and_cc still_rr they_pphs2 did_vdd not_xx appear_vvi in_ii court_nn1 ?_? so_cs@_rr we_ppis2 have_vh0 to_to look_vvi at_ii how_rrq the_at Attorney_nn1 General_jj	Ghana	wlp_gh_b01.txt	Jesus Onetouch In Trouble Again | Social | Peacefmonline.com	Blog	http://news.peacefmonline.com/social/201204/105397.php	725	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=717	807767570	807767571
719	3625687	reasons for which the prophet was freed . &lt;p&gt;  When the case was called in court last Friday , it	<<< was stood >>>	down for close to 30 minutes because the prosecutor was not present and indeed @ @ @ @ @ @	reasons_nn2 for_if which_ddq the_at prophet_nn1 was_vbdz freed_vvn ._. &lt;p&gt; _null When_cs the_at case_nn1 was_vbdz called_vvn in_ii court_nn1 last_md Friday_npd1 ,_, it_pph1	<<< was_vbdz stood_vvn@ >>>	down_rp for_if close_rr_jj to_ii 30_mc minutes_nnt2 because_cs the_at prosecutor_nn1 was_vbdz not_xx present_jj and_cc indeed_rr @_ii @_ii @_ii @_ii @_ii @_ii	Ghana	wlp_gh_b01.txt	Jesus Onetouch In Trouble Again | Social | Peacefmonline.com	Blog	http://news.peacefmonline.com/social/201204/105397.php	725	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=718	807767678	807767679
720	1243948	back of the insurgents despite superior firepower and a series of offensives against their strongholds in mountain regions.The abducted soldiers	<<< were stood >>>	blindfolded , handcuffed to each other on a barren hilltop as one of their bearded Taliban captors held an AK-47	back_nn1 of_io the_at insurgents_nn2 despite_ii superior_jj firepower_nn1 and_cc a_at1 series_nn of_io offensives_nn2 against_ii their_appge strongholds_nn2 in_ii mountain_nn1 regions.The_nnu abducted_jj@_vvd soldiers_nn2	<<< were_vbdr stood_vvn@ >>>	blindfolded_vvd_jj@ ,_, handcuffed_vvn_vvd to_ii each_ppx221 other_ppx222 on_ii a_at1 barren_jj hilltop_nn1 as_csa_ii@ one_mc1 of_io their_appge bearded_jj Taliban_jj_nn1 captors_nn2 held_vvd_vvn an_at1 AK-47_mc	Ghana	wlp_gh_g01.txt	Handcuffed, Blindfolded And Shot In The Back Of The Head	General	http://news.peacefmonline.com/news/201201/90274.php	612	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=719	819897259	819897260
721	1244222	- crocodiles and hippos can be found in the calmer , flatter waters on top of the falls where they	<<< were stood >>>	. &lt;p&gt;  Staggering : Standing on one of the islands that appear during the dry season , they were able	-_- crocodiles_nn2 and_cc hippos_nn2 can_vm be_vbi found_vvn in_ii the_at calmer_jjr ,_, flatter_jjr_vv0 waters_nn2 on_ii31 top_ii32 of_ii33 the_at falls_nn2 where_cs_rrq they_pphs2	<<< were_vbdr stood_vvn@ >>>	._. &lt;p&gt; _null Staggering_vvg_jj :_: Standing_vvg_nn1 on_ii one_mc1 of_io the_at islands_nn2 that_cst appear_vv0 during_ii the_at dry_jj season_nnt1 ,_, they_pphs2 were_vbdr able_jk	Ghana	wlp_gh_g01.txt	Daredevil kayakers paddle up to precipice of Victoria Falls... just to	General	http://news1.ghananation.com/international/257194-daredevil-kayakers-paddle-up-to-precipice-of-victoria-falls-just-to-get-a-better-look.html	650	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=720	819973349	819973350
722	1245384	come in two different sizes , and both will feature 10.6 ? HD displays and a stand so they can	<<< be stood >>>	upright to watch videos or films.However , details such as battery life and how &lt;h&gt;  Microsoft 's ' Major '	come_vvi in_ii two_mc different_jj sizes_nn2 ,_, and_cc both_db2_rr will_vm feature_vvi 10.6_mc ?_? HD_np1 displays_nn2_vvz and_cc a_at1 stand_nn1 so_cs@_rr they_pphs2 can_vm	<<< be_vbi stood_vvn@ >>>	upright_rl to_to watch_vvi videos_nn2 or_cc films.However_nnu ,_, details_nn2 such_ii21 as_ii22 battery_nn1 life_nn1 and_cc how_rgq@ &lt;h&gt; _null Microsoft_np1 's_ge_vbz '_ge Major_np1 '_ge	Ghana	wlp_gh_g02.txt	Microsoft plans midnight launch of Surface tablet | OMG! Ghana	General	http://omgghana.com/microsoft-plans-midnight-launch-of-surface-tablet/	244	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=721	835398410	835398411
723	1251883	the middle class -- KG1 . All I have ever seen happen in this class is for one student to	<<< be stood >>>	pointing and reciting various things off the board for the class to repeat . Seeing as I had seen and	the_at middle_jj class_nn1 --_zz KG1_fo ._. All_db I_ppis1 have_vh0 ever_rr seen_vvn happen_vv0 in_ii_rp@ this_dd1 class_nn1 is_vbz for_if one_mc1 student_nn1 to_to	<<< be_vbi stood_vvn@ >>>	pointing_vvg_jj@ and_cc reciting_vvg various_jj things_nn2 off_ii the_at board_nn1 for_if the_at class_nn1 to_to repeat_vvi ._. Seeing_cs21 as_cs22 I_ppis1 had_vhd seen_vvn and_cc	Ghana	wlp_gh_g02.txt	Better Life Aid and Tours Non-Profit Organization - Amandine Coates	General	http://www.betterlifeaid.org/amandine-coates.html	13504	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=722	837668261	837668262
724	1256692	sit around considering the worst case scenarios when you 're late . Not only will she think that she has	<<< been stood >>>	up , but will also think that you are unreliable . &lt;p&gt;  If you are picking her up from her	sit_vvi around_rp considering_ii_cs_vvg the_at worst_jjt case_nn1 scenarios_nn2 when_cs_rrq you_ppy 're_vbr late_jj ._. Not_xx only_rr will_vm she_pphs1 think_vvi that_cst she_pphs1 has_vhz	<<< been_vbn stood_vvn@ >>>	up_rp ,_, but_ccb will_vm also_rr think_vvi that_cst you_ppy are_vbr unreliable_jj ._. &lt;p&gt; _null If_cs you_ppy are_vbr picking_vvg her_ppho1 up_rp from_ii her_appge_ppho1	Ghana	wlp_gh_g02.txt	Essential Dating Tips For Guys | Ghana Filla� * com	General	http://www.ghanafilla.net/essential-dating-tips-for-guys/	1000	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=723	839366846	839366847
725	1259966	to throw a foam pie in my face . I 'd open my eyes in the morning and he would	<<< be stood >>>	over me with a huge cheeky grin .  Then he 'd pull out a bottle of water and squirt	to_to throw_vvi a_at1 foam_nn1 pie_nn1 in_ii my_appge face_nn1 ._. I_ppis1 'd_vm open_vvi my_appge eyes_nn2 in_ii the_at morning_nnt1 and_cc he_pphs1 would_vm	<<< be_vbi stood_vvn@ >>>	over_ii me_ppio1 with_iw a_at1 huge_jj cheeky_jj grin_nn1 ._.  Then_rt he_pphs1 'd_vm pull_vvi out_rp a_at1 bottle_nn1 of_io water_nn1 and_cc squirt_vv0	Ghana	wlp_gh_g02.txt	Mario Is a Cross Between Willy Wonka and Michael Jackson, Secret	General	http://www.ghanavisions.com/entertainment/11588-mario-is-a-cross-between-willy-wonka-and-michael-jackson-secret-lover-reveals.html	1124	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=724	840164738	840164739
726	3574434	laid , no evidence presented and no names mentioned . We all know that mud sticks and anyone who would	<<< be stood >>>	down would have to face that for the rest of their lives . The saying is oft quoted  No	laid_vvn ,_, no_at evidence_nn1 presented_vvn_vvd and_cc no_at names_nn2 mentioned_vvd_vvn ._. We_ppis2 all_db know_vv0 that_dd1_cst mud_nn1 sticks_nn2_vvz and_cc anyone_pn1 who_pnqs would_vm	<<< be_vbi stood_vvn@ >>>	down_rp would_vm have_vhi to_to face_vvi that_dd1_cst for_if the_at rest_nn1 of_io their_appge lives_nn2 ._. The_at saying_nn1@ is_vbz oft_rr quoted_vvn  No_at	Hong Kong	wlp_hk_b01.txt	EMAIL OF THE DAY: SOMETIMES WE GET IT WRONG | Fast Track	Blog	http://fasttrack.hk/sports/horse-racing/email-of-the-day-sometimes-we-get-it-wrong	176	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=725	849900376	849900377
727	3574434	. The saying is oft quoted  No smoke without fire  and most people will believe that , having	<<< been stood >>>	down on the basis of being linked to an investigation , the party/ies must be guilty . What happened to	._. The_at saying_nn1@ is_vbz oft_rr quoted_vvn  No_at smoke_nn1 without_iw fire_nn1  and_cc most_dat people_nn will_vm believe_vvi that_dd1_cst ,_, having_vhg	<<< been_vbn stood_vvn@ >>>	down_rp on_ii the_at basis_nn1 of_io being_vbg linked_vvn to_ii an_at1 investigation_nn1 ,_, the_at party/ies_fu must_vm be_vbi guilty_jj ._. What_ddq happened_vvd to_ii@	Hong Kong	wlp_hk_b01.txt	EMAIL OF THE DAY: SOMETIMES WE GET IT WRONG | Fast Track	Blog	http://fasttrack.hk/sports/horse-racing/email-of-the-day-sometimes-we-get-it-wrong	176	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukwa1p7hew&batch=726	849900410	849900411
