Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Country	Source file	Title	Type of text	Source URL	Word count	URL	Matchbegin corpus position	Matchend corpus position
984	459712	@ @ @ @ @ @ @ @ @ Firemen attach blankets to the U.S. military bus . The driver	<<< was sat >>>	behind the wheel when he was killed &lt;p&gt;  The airport , continental Europe 's second biggest after Paris , is	@_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii @_ii Firemen_nn2 attach_vv0 blankets_nn2 to_ii the_at U.S._np1 military_jj bus_nn1 ._. The_at driver_nn1	<<< was_vbdz sat_vvn@ >>>	behind_ii the_at wheel_nn1 when_cs_rrq he_pphs1 was_vbdz killed_vvn &lt;p&gt; _null The_at airport_nn1 ,_, continental_jj Europe_np1 's_ge second_md biggest_jjt after_ii_cs Paris_np1 ,_, is_vbz	Great Britain	wlp_gb_g02.txt	Arid Uka: Face of Kosovan Muslim who shot dead two U.S. airmen at	General	http://www.dailymail.co.uk/news/article-1362463/Arid-Uka-Face-Kosovan-Muslim-shot-dead-U-S-airmen-Frankfurt-airport.html	2321	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=983	552041325	552041326
985	480312	below . &lt;p&gt;  I actually got the idea for the post when I was on holiday last week as I	<<< was sat >>>	outside in the sun having a bottle of cider and looking at the @ @ @ @ @ @ @	below_rl ._. &lt;p&gt; _null I_ppis1 actually_rr got_vvd the_at idea_nn1 for_if the_at post_nn1 when_cs_rrq I_ppis1 was_vbdz on_ii holiday_nn1 last_md week_nnt1 as_csa I_ppis1	<<< was_vbdz sat_vvn@ >>>	outside_rl in_ii the_at sun_nn1 having_vhg a_at1 bottle_nn1 of_io cider_nn1 and_cc looking_vvg at_ii the_at @_ii @_ii @_ii @_ii @_ii @_ii @_ii	Great Britain	wlp_gb_g02.txt	A Blog set up for Anxiety Sufferers - Natural Anxiety Cure	General	http://anxietynomore.co.uk/blog/	63656	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=984	552635160	552635161
986	480312	help to take care of yourself . A lot of people ask ' How can I feel anxious when I	<<< am sat >>>	still , sometimes I feel worse ' the answer is that your body is full of excess adrenalin and your	help_vvi to_to take_vvi care_nn1 of_io yourself_ppx1 ._. A_at1 lot_nn1 of_io people_nn ask_vv0 '_@ How_rrq can_vm I_ppis1 feel_vvi anxious_jj when_cs I_ppis1	<<< am_vbm sat_vvn@ >>>	still_jj ,_, sometimes_rt I_ppis1 feel_vv0 worse_nn1% '_ge the_at answer_nn1 is_vbz that_cst your_appge body_nn1 is_vbz full_jj of_io excess_jj_nn1 adrenalin_nn1 and_cc your_appge	Great Britain	wlp_gb_g02.txt	A Blog set up for Anxiety Sufferers - Natural Anxiety Cure	General	http://anxietynomore.co.uk/blog/	63656	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=985	552692803	552692804
987	482115	me a cup of tea I set about taking some test shots . To give you an idea , I	<<< was sat >>>	in a fairly well lit room at Nikon HQ , well lit by artificial light that is , and taking	me_ppio1 a_at1 cup_nn1 of_io tea_nn1 I_ppis1 set_vv0_vvd about_rp taking_vvg some_dd test_nn1_vv0 shots_nn2 ._. To_to give_vvi you_ppy an_at1 idea_nn1 ,_, I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii a_at1 fairly_rr well_rr_jj@ lit_vvn_vvd_nn1 room_nn1 at_ii Nikon_np1_nn1 HQ_nn1 ,_, well_rr lit_vvn by_ii artificial_jj light_nn1 that_rex21 is_rex22 ,_, and_cc taking_vvg	Great Britain	wlp_gb_g02.txt	First look at the New Nikon D800! | Wex Photographic	General	http://blog.wexphotographic.com/a-look-at-the-nikon-d800/	3213	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=986	552762959	552762960
988	482214	the comments and support , I sure appreciate it ! &lt;p&gt;  Hadyn Thomas &lt;p&gt;  I enjoyed reading this . I	<<< am sat >>>	here with a grin and yes , I am giggling to myself because Valerie has so summed up the British	the_at comments_nn2 and_cc support_nn1_vv0 ,_, I_ppis1 sure_rr% appreciate_vv0 it_pph1 !_! &lt;p&gt; _null Hadyn_np1 Thomas_np1 &lt;p&gt; _null I_ppis1 enjoyed_vvd reading_vvg this_dd1 ._. I_ppis1	<<< am_vbm sat_vvn@ >>>	here_rl with_iw a_at1 grin_nn1 and_cc yes_uh ,_, I_ppis1 am_vbm giggling_vvg to_ii myself_ppx1 because_cs Valerie_np1 has_vhz so_rr summed_vvn up_rp_ii@ the_at British_jj	Great Britain	wlp_gb_g02.txt	Top Ten Things Brits Do Better Than Americans	General	http://www.smittenbybritain.com/2010/07/ten-things-brits-do-better-than-americans/	3478	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=987	552768145	552768146
989	498211	&lt;p&gt;  I heard rumours too in 1992 I think it was . A rather seedy freelance journalist I happened to	<<< be sat >>>	next to at a dinner told me Savile was abusing children ( I seem to remember it was young boys	&lt;p&gt; _null I_ppis1 heard_vvd rumours_nn2 too_rr@_rg in_ii 1992_mc I_ppis1 think_vv0 it_pph1 was_vbdz ._. A_at1 rather_rg seedy_jj freelance_nn1 journalist_nn1 I_ppis1 happened_vvd to_to	<<< be_vbi sat_vvn@ >>>	next_ii21 to_ii22 at_ii a_at1 dinner_nn1 told_vvd me_ppio1 Savile_np1 was_vbdz abusing_vvg_jj@ children_nn2 (_( I_ppis1 seem_vv0 to_to remember_vvi it_pph1 was_vbdz young_jj boys_nn2	Great Britain	wlp_gb_g02.txt	Jimmy Savile case: when will we start listening to children who are	General	http://www.guardian.co.uk/commentisfree/2012/oct/01/jimmy-savile-abused-children-documentary	3194	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=988	553090564	553090565
990	591516	my neighbor if it is the harsh living that makes him what he is . I will ask while he	<<< is sat >>>	on his balcony having cold one or in the pool . Lol . &lt;p&gt;  I disagree . There are posts	my_appge neighbor_nn1 if_cs it_pph1 is_vbz the_at harsh_jj living_nn1_jj that_cst_dd1 makes_vvz him_ppho1 what_ddq he_pphs1 is_vbz ._. I_ppis1 will_vm ask_vvi while_cs he_pphs1	<<< is_vbz sat_vvn@ >>>	on_ii his_appge balcony_nn1 having_vhg cold_jj_nn1_rr% one_pn1_mc1 or_cc in_ii the_at pool_nn1 ._. Lol_vv0_nn1_np1@ ._. &lt;p&gt; _null I_ppis1 disagree_vv0 ._. There_ex are_vbr posts_nn2	Great Britain	wlp_gb_g02.txt	Fed up with all the negative threads	General	http://www.pomsinoz.com/forum/news-chat-dilemmas/167927-fed-up-all-negative-threads.html	1198	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=989	555366584	555366585
991	591516	my neighbor if it is the harsh living that makes him what he is . I will ask while he	<<< is sat >>>	on his balcony having cold one or in the pool . Lol . &lt;p&gt;  +1 &lt;p&gt;  I would also add	my_appge neighbor_nn1 if_cs it_pph1 is_vbz the_at harsh_jj living_nn1_jj that_cst_dd1 makes_vvz him_ppho1 what_ddq he_pphs1 is_vbz ._. I_ppis1 will_vm ask_vvi while_cs he_pphs1	<<< is_vbz sat_vvn@ >>>	on_ii his_appge balcony_nn1 having_vhg cold_jj_nn1_rr% one_pn1_mc1 or_cc in_ii the_at pool_nn1 ._. Lol_vv0_nn1_np1@ ._. &lt;p&gt; _null +1_mc &lt;p&gt; _null I_ppis1 would_vm also_rr add_vvi	Great Britain	wlp_gb_g02.txt	Fed up with all the negative threads	General	http://www.pomsinoz.com/forum/news-chat-dilemmas/167927-fed-up-all-negative-threads.html	1198	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=990	555366759	555366760
992	594416	from school today to find them racing round on quad bikes , walked past the other day and the mum	<<< was sat >>>	at front f-ing n blinding could hear her when i turned onto street while toddlers are running round garden ,	from_ii school_nn1 today_rt to_to find_vvi them_ppho2 racing_vvg round_rp on_ii quad_nn1 bikes_nn2 ,_, walked_vvd past_ii the_at other_jj day_nnt1 and_cc the_at mum_nn1	<<< was_vbdz sat_vvn@ >>>	at_ii front_jj_nn1 f-ing_nn1_jj n_zz1 blinding_jj could_vm hear_vvi her_ppho1 when_rrq_cs i_zz1_mc1 turned_vvn_vvd onto_ii street_nn1 while_cs toddlers_nn2 are_vbr running_vvg_jj round_jj_ii_rp garden_nn1 ,_,	Great Britain	wlp_gb_g02.txt	new neighbours riding quad bikes up and down street	General	http://www.netmums.com/coffeehouse/house-garden-194/kitchen-household-14/817240-new-neighbours-riding-quad-bikes-up-down-street.html	663	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=991	555416314	555416315
993	632210	become us and to result &lt;h&gt;  Tag Archives : One of these twins is not like the other &lt;p&gt;  I	<<< was sat >>>	minding my own business this morning -- procrastinating on social network sites as usual , tweaking the new blog layout	become_vvi us_ppio2 and_cc to_to result_vvi &lt;h&gt; _null Tag_vv0_nn1 Archives_nn2 :_: One_mc1 of_io these_dd2 twins_nn2 is_vbz not_xx like_ii the_at other_jj_nn1@ &lt;p&gt; _null I_ppis1	<<< was_vbdz sat_vvn@ >>>	minding_vvg my_appge own_da business_nn1 this_dd1 morning_nnt1 --_zz procrastinating_vvg_nn1@ on_ii social_jj network_nn1 sites_nn2 as_rr21 usual_rr22 ,_, tweaking_vvg the_at new_jj blog_nn1 layout_nn1	Great Britain	wlp_gb_g02.txt	One of these twins is not like the other Archives - Five's A Fellowship	General	http://fivesafellowship.com/tag/one-of-these-twins-is-not-like-the-other/	53	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=992	556331268	556331269
994	649711	was pounding and it felt like the walls were closing in on me and I was in danger so I	<<< was sat >>>	on the floor with my head between my knees and my arms over my head it only lasted 10 minutes	was_vbdz pounding_vvg@_nn1 and_cc it_pph1 felt_vvd like_ii the_at walls_nn2 were_vbdr closing_vvg in_rp@ on_ii me_ppio1 and_cc I_ppis1 was_vbdz in_ii danger_nn1 so_cs@_rr I_ppis1	<<< was_vbdz sat_vvn@ >>>	on_ii the_at floor_nn1 with_iw my_appge head_nn1 between_ii my_appge knees_nn2 and_cc my_appge arms_nn2 over_ii my_appge head_nn1 it_pph1 only_rr lasted_vvd 10_mc minutes_nnt2	Great Britain	wlp_gb_g02.txt	I've been clean for a while, why do I still feel dodgy? A must read	General	http://wiredintorecovery.org/blogs/entry/14709/ive-been-clean-for-a-while-why-do-i-still-feel-dodgy-this-is-a-must-read	2827	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=993	556718564	556718565
995	701514	time the bulb shop shut . &lt;p&gt;  Harold didn ? t look up when George re-entered the room . He	<<< was sat >>>	there with his head in his hands , a mournful whimpering escaping from the gaps in his fingers . &lt;p&gt;	time_nnt1_vv0% the_at bulb_nn1 shop_nn1 shut_vvd_vvn ._. &lt;p&gt; _null Harold_np1 didn_nn1_vv0 ?_? t_zz1 look_vv0 up_rp when_cs_rrq George_np1 re-entered_vvd the_at room_nn1 ._. He_pphs1	<<< was_vbdz sat_vvn@ >>>	there_rl with_iw his_appge head_nn1 in_ii his_appge hands_nn2 ,_, a_at1 mournful_jj whimpering_nn1@_jj@ escaping_vvg_jj from_ii the_at gaps_nn2 in_ii his_appge fingers_nn2 ._. &lt;p&gt; _null	Great Britain	wlp_gb_g02.txt	Stephen Scott - Beat the Dust	General	http://www.melissamann.com/beat-the-dust.asp?bid=406	4119	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=994	557939438	557939439
996	714114	@ @ @ @ @ say I 'll become anaemic/lack protein ( sorted that honestly ) or justify why they	<<< 're sat >>>	there stuffing themselves with lamb - their choice , just as I 've made mine . &lt;p&gt;  The initial '	@_ii @_ii @_ii @_ii @_ii say_vv0 I_ppis1 'll_vm become_vvi anaemic/lack_fu protein_nn1 (_( sorted_vvn_vvd that_cst_dd1 honestly_rr )_) or_cc justify_vv0 why_rrq they_pphs2	<<< 're_vbr sat_vvn@ >>>	there_rl stuffing_vvg themselves_ppx2 with_iw lamb_nn1 -_- their_appge choice_nn1 ,_, just_rr as_csa I_ppis1 've_vh0 made_vvn mine_ppge_nn1 ._. &lt;p&gt; _null The_at initial_nn1 '_ge	Great Britain	wlp_gb_g02.txt	To think that the question 'why are you a vegetarian' is exceptionally	General	http://www.mumsnet.com/Talk/am_i_being_unreasonable/a1604464-To-think-that-the-question-why-are-you-a-vegetarian-is-exceptionally-rude	12391	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=995	558233087	558233088
997	790816	earth we ca n't observe the transit of earth like planets from within our own solar system , since we	<<< are sat >>>	on the only one available- we ca n't even observe the transit of speculative life supporting planets , such as	earth_nn1 we_ppis2 ca_vm n't_xx observe_vvi the_at transit_nn1 of_io earth_nn1 like_ii planets_nn2 from_ii within_ii_rl@ our_appge own_da solar_jj system_nn1 ,_, since_cs we_ppis2	<<< are_vbr sat_vvn@ >>>	on_ii the_at only_jj one_pn1 available-_jj we_ppis2 ca_vm n't_xx even_rr observe_vvi the_at transit_nn1 of_io speculative_jj life_nn1 supporting_vvg_jj planets_nn2 ,_, such_ii21 as_ii22	Great Britain	wlp_gb_g02.txt	It's a twice in a lifetime moment: the transit of Venus across the Sun	General	http://www.guardian.co.uk/science/2012/mar/25/venus-transit-sun	4382	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=996	560079210	560079211
998	1418715	pissed off and ended up with the singer ranting at the people who had turned up , most of whom	<<< were sat >>>	down at the back of the front section . I cried &lt;p&gt;  you know in the thekla there 's two	pissed_vvn@_vvd@_jj off_rp and_cc ended_vvn up_rp with_iw the_at singer_nn1 ranting_vvg at_ii the_at people_nn who_pnqs had_vhd turned_vvn up_rp ,_, most_dat of_io whom_pnqo	<<< were_vbdr sat_vvn@ >>>	down_rp at_ii the_at back_nn1 of_io the_at front_jj_nn1 section_nn1 ._. I_ppis1 cried_vvd &lt;p&gt; _null you_ppy know_vv0 in_ii_rp@ the_at thekla_nn1 there_ex 's_vbz two_mc	Great Britain	wlp_gb_g02.txt	Whats the worst attended gig you've been - Drowned In Sound	General	http://drownedinsound.com/community/boards/music/4420550	5103	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=997	560603304	560603305
999	1421310	to write a preview paragraph for Arsenal.com . However ... The other night , through my day job , I	<<< was sat >>>	with a gooner who is quite connected . He told me he 'd had dealings with Dein Jnr recently and	to_to write_vvi a_at1 preview_nn1 paragraph_nn1 for_if Arsenal.com_np1 ._. However_rr ..._... The_at other_jj night_nnt1 ,_, through_ii my_appge day_nnt1 job_nn1 ,_, I_ppis1	<<< was_vbdz sat_vvn@ >>>	with_iw a_at1 gooner_nn1 who_pnqs is_vbz quite_rg_rr@ connected_jj ._. He_pphs1 told_vvd me_ppio1 he_pphs1 'd_vhd had_vhn dealings_nn2 with_iw Dein_fw Jnr_jj@ recently_rr and_cc	Great Britain	wlp_gb_g02.txt	Arsenal News Round-Up - Juve got to be kidding, right	General	http://gingers4limpar.com/?p=1783	829	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=998	560727845	560727846
1000	1437009	the championship this year . '  &lt;p&gt;  GET INVOLVED &lt;p&gt;  Sim de Roemer on Twitter :  Romain Grosjean	<<< is sat >>>	behind Alonso on the grid . Up hill blind first corner , it 's going to be carnage ! 	the_at championship_nn1 this_dd1 year_nnt1 ._. '_@_ge  &lt;p&gt; _null GET_vv0 INVOLVED_vvn &lt;p&gt; _null Sim_vv0_np1@ de_np1 Roemer_np1 on_ii Twitter_nn1 :_:  Romain_jj_vv0@_nn1 Grosjean_np1	<<< is_vbz sat_vvn@ >>>	behind_ii Alonso_np1_nn1 on_ii the_at grid_nn1 ._. Up_ii hill_nn1 blind_jj_nn1@_vv0@ first_md corner_nn1 ,_, it_pph1 's_vbz going_vvgk to_to be_vbi carnage_nn1 !_! 	Great Britain	wlp_gb_g02.txt	BBC Sport - United States GP as it happened	General	http://www.bbc.co.uk/sport/0/formula1/20382216	8640	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=999	561672539	561672540
1001	1448910	career . &lt;p&gt;   Yeah absolutely , I can remember the first time I 'd heard her song and I	<<< was sat >>>	at home with my mum on the sofa and she was performing on Jools Holland ,  Ella recalled .	career_nn1 ._. &lt;p&gt; _null  Yeah_uh absolutely_rr ,_, I_ppis1 can_vm remember_vvi the_at first_md time_nnt1 I_ppis1 'd_vhd heard_vvn her_appge song_nn1 and_cc I_ppis1	<<< was_vbdz sat_vvn@ >>>	at_ii home_nn1 with_iw my_appge mum_nn1 on_ii the_at sofa_nn1 and_cc she_pphs1 was_vbdz performing_vvg on_ii Jools_np1 Holland_np1 ,_,  Ella_np1 recalled_vvd ._.	Great Britain	wlp_gb_g02.txt	She Was The Most Amazing Person Ever - Entertainmentwise	General	http://www.entertainmentwise.com/news/95395/She-Was-The-Most-Amazing-Person-Ever-Tyler-James-Ella-Henderson-More-Remember-Amy-Winehouse	341	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1000	562306245	562306246
1002	1454214	. When the current bad weather was forecast , they were all loud and proud in stating that they would	<<< be sat >>>	outdoors , enjoying a drink and barbeque whilst consulting their favourite online weather website . &lt;p&gt;  Sorry to hear you	._. When_cs the_at current_jj bad_jj weather_nn1 was_vbdz forecast_nn1_vvn% ,_, they_pphs2 were_vbdr all_db_rr@ loud_jj_rr and_cc proud_jj in_ii stating_vvg that_cst they_pphs2 would_vm	<<< be_vbi sat_vvn@ >>>	outdoors_rl ,_, enjoying_vvg a_at1 drink_nn1 and_cc barbeque_jj_nn1 whilst_cs consulting_vvg their_appge favourite_jj_nn1 online_jj weather_nn1 website_nn1 ._. &lt;p&gt; _null Sorry_jj to_to hear_vvi you_ppy	Great Britain	wlp_gb_g02.txt	Open door: The readers' editor on... the results of the 2012	General	http://www.guardian.co.uk/commentisfree/2012/sep/23/open-door-reader-survey-guardian-observer	2000	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1001	562652112	562652113
1003	1456411	groups sprung up all over the country to protect their own woodlands . &lt;p&gt;   We at HOOF have not	<<< been sat >>>	back twiddling our thumbs , merely waiting for the report . HOOF has been submitting our own reports , making	groups_nn2 sprung_vvd up_rp all_rr over_ii the_at country_nn1 to_to protect_vvi their_appge own_da woodlands_nn2 ._. &lt;p&gt; _null  We_ppis2 at_ii HOOF_np1_nn1 have_vh0 not_xx	<<< been_vbn sat_vvn@ >>>	back_rp twiddling_vvg our_appge thumbs_nn2 ,_, merely_rr waiting_vvg for_if the_at report_nn1 ._. HOOF_np1_nn1 has_vhz been_vbn submitting_vvg our_appge own_da reports_nn2 ,_, making_vvg	Great Britain	wlp_gb_g02.txt	Hands off our Forest home page	General	http://www.handsoffourforest.org/	3336	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1002	562876522	562876523
1004	1462311	You sit two sets of public examinations during your programme . The first set ( ' Law Mods ' )	<<< is sat >>>	at the end of your second term ( i.e. two thirds of the way through your first year ) .	You_ppy sit_vv0 two_mc sets_nn2 of_io public_jj_nn1 examinations_nn2 during_ii your_appge programme_nn1 ._. The_at first_md set_nn1 (_( '_ge Law_nn1 Mods_nn2 '_ge )_)	<<< is_vbz sat_vvn@ >>>	at_ii the_at end_nn1 of_io your_appge second_md term_nn1 (_( i.e._rex two_mc thirds_mf of_io the_at way_nn1 through_ii your_appge first_md year_nnt1 )_) ._.	Great Britain	wlp_gb_g02.txt	Oxford Law :: Frequently Asked Questions - Undergraduate	General	http://www.law.ox.ac.uk/undergraduate/bafaqs.php	1514	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1003	563182408	563182409
1005	1462514	no phoney car set with perfect lighting and impossible camera angles . Also more often than not the cameraman would	<<< be sat >>>	on the back seat recording the conversation between the detectives and usually only capturing the sides of their faces from	no_at phoney_jj car_nn1 set_vvn_vvd_nn1 with_iw perfect_jj lighting_nn1 and_cc impossible_jj camera_nn1 angles_nn2 ._. Also_rr more_rgr often_rr than_csn not_xx the_at cameraman_nn1 would_vm	<<< be_vbi sat_vvn@ >>>	on_ii the_at back_nn1_jj@ seat_nn1 recording_vvg the_at conversation_nn1 between_ii the_at detectives_nn2 and_cc usually_rr only_rr capturing_vvg the_at sides_nn2 of_io their_appge faces_nn2 from_ii	Great Britain	wlp_gb_g02.txt	Television Special: Homicide: Life on the Street | Left Field Cinema	General	http://www.leftfieldcinema.com/television-special-homicide-life-on-the-street	6038	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1004	563203402	563203403
1006	1471014	before Paddock as the braking zone and orange Caterham now alongside as a turn-in point . Smell it ? I	<<< was sat >>>	in it . &lt;p&gt;  Fear makes you stronger though , right ? And it 's funny how what was once	before_ii_cs Paddock_np1 as_ii_csa the_at braking_jj@_nn1@ zone_nn1 and_cc orange_jj_nn1 Caterham_np1 now_rt alongside_rl as_ii_csa a_at1 turn-in_nn1_jj@ point_nn1 ._. Smell_vv0 it_pph1 ?_? I_ppis1	<<< was_vbdz sat_vvn@ >>>	in_ii it_pph1 ._. &lt;p&gt; _null Fear_nn1 makes_vvz you_ppy stronger_jjr though_cs_rr@ ,_, right_rr_nn1_jj ?_? And_cc it_pph1 's_vbz funny_jj how_rrq what_ddq was_vbdz once_rr	Great Britain	wlp_gb_g02.txt	PH Blog: Brands - a whole new circuit - PistonHeads	General	http://www.pistonheads.com/news/26066.htm	846	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1005	563642160	563642161
1007	1474011	the back of the bus . &lt;p&gt;  My attentions turned to the Teutonic visions of loveliness , both of whom	<<< were sat >>>	in the same row as me and had yet to speak . &lt;p&gt;   Hi  I said , 	the_at back_nn1 of_io the_at bus_nn1 ._. &lt;p&gt; _null My_appge attentions_nn2 turned_vvn_vvd to_ii the_at Teutonic_jj visions_nn2 of_io loveliness_nn1 ,_, both_db2 of_io whom_pnqo	<<< were_vbdr sat_vvn@ >>>	in_ii the_at same_da row_nn1 as_csa me_ppio1 and_cc had_vhd yet_rr to_to speak_vvi ._. &lt;p&gt; _null  Hi_uh  I_ppis1 said_vvd ,_, 	Great Britain	wlp_gb_g02.txt	The Worst Travel Experiences Of My Life, Part Five - Sabotage Times	General	http://www.sabotagetimes.com/travel/the-worst-travel-experiences-of-my-life-part-five-thai-jungle-trek-2002/	2730	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1006	563773613	563773614
1008	1475310	one fits my laptop perfectly . When I work from home - I use it all the time . I	<<< 'm sat >>>	here right now and adore it . &lt;p&gt;  Thank you so much Dad for making me such a beautiful piece	one_pn1 fits_vvz my_appge laptop_nn1 perfectly_rr ._. When_cs_rrq I_ppis1 work_vv0 from_ii home_nn1 -_- I_ppis1 use_vv0 it_pph1 all_db the_at time_nnt1 ._. I_ppis1	<<< 'm_vbm sat_vvn@ >>>	here_rl right_rr now_rt and_cc adore_vv0 it_pph1 ._. &lt;p&gt; _null Thank_vv0 you_ppy so_rg much_da1 Dad_nn1 for_if making_vvg me_ppio1 such_da a_at1 beautiful_jj piece_nn1	Great Britain	wlp_gb_g02.txt	Skulls and Ponies: The new love of my life	General	http://www.skullsandponies.com/2012/10/the-new-love-of-my-life.html	621	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1007	563846883	563846884
1009	1481009	have faith in myself any more . I feel like I am drowning out at sea and everyone around me	<<< is sat >>>	waving and smiling at me , but not saving me . &lt;p&gt;  I need someone to reach out and offer	have_vhi faith_nn1 in_ii myself_ppx1 any_rr% more_rrr_dar ._. I_ppis1 feel_vv0 like_cs%_vv0@_ii_rr% I_ppis1 am_vbm drowning_vvg out_rp at_ii sea_nn1 and_cc everyone_pn1 around_ii me_ppio1	<<< is_vbz sat_vvn@ >>>	waving_jj_vvg and_cc smiling_vvg_jj at_ii me_ppio1 ,_, but_ccb not_xx saving_vvg me_ppio1 ._. &lt;p&gt; _null I_ppis1 need_vv0 someone_pn1 to_to reach_vvi out_rp and_cc offer_vvi	Great Britain	wlp_gb_g02.txt	How Do You Explain The Pain Of A Mental Illness? - The Real	General	http://www.therealsupermumblog.com/2012/08/how-do-you-explain-the-pain-of-a-mental-illness/	942	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1008	564297265	564297266
1010	1718	crazy . We would have petty arguments as he was never ready on time on a night so I 'd	<<< be sat >>>	there fuming for 10/15 mins and then bite his head off ! When he used to make his own way	crazy_jj ._. We_ppis2 would_vm have_vhi petty_jj arguments_nn2 as_csa he_pphs1 was_vbdz never_rr ready_jj on_ii time_nnt1 on_ii a_at1 night_nnt1 so_cs@_rr I_ppis1 'd_vm	<<< be_vbi sat_vvn@ >>>	there_rl fuming_vvg for_if_cs% 10/15_mf mins_nnt2 and_cc then_rt bite_vv0 his_appge head_nn1 off_rp !_! When_cs_rrq he_pphs1 used_vmk to_to make_vvi his_appge own_da way_nn1	Great Britain	wlp_gb_g03.txt	For a good marriage travel the same way to work says study | Mail	General	http://www.dailymail.co.uk/news/article-2177494/For-good-marriage-travel-way-work-says-study.html	681	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1009	564744301	564744302
1011	7722	@ @ @ @ evidence he is a better leader and Gerrard still plays week in week out as Lampard	<<< is sat >>>	on the bench in recent times ... What the statistics do n't show is the amount of tackles made and	@_ii @_ii @_ii @_ii evidence_nn1 he_pphs1 is_vbz a_at1 better_jjr leader_nn1 and_cc Gerrard_np1 still_rr plays_vvz week_nnt1 in_ii week_nnt1 out_rp as_csa_ii@ Lampard_np1	<<< is_vbz sat_vvn@ >>>	on_ii the_at bench_nn1 in_ii recent_jj times_nnt2 ..._... What_ddq the_at statistics_nn do_vd0 n't_xx show_vvi is_vbz the_at amount_nn1 of_io tackles_vvz made_vvn and_cc	Great Britain	wlp_gb_g03.txt	Player Comparison: Frank Lampard v Steven Gerrard � average	General	http://averageopposition.com/2012/01/15/player-comparison-frank-lampard-v-steven-gerrard/	3666	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1010	564865920	564865921
1012	17321	go at rewriting the following , using correct grammar and punctuation ? - - - - - - - John	<<< was sat >>>	on the sofa with Jill and I , discussing the new tests . Neither John or myself are any good	go_nn1 at_ii rewriting_vvg the_at following_jj ,_, using_vvg correct_jj grammar_nn1 and_cc punctuation_nn1 ?_? -_- -_- -_- -_- -_- -_- -_- John_np1	<<< was_vbdz sat_vvn@ >>>	on_ii the_at sofa_nn1 with_iw Jill_np1 and_cc I_ppis1_zz1% ,_, discussing_vvg the_at new_jj tests_nn2 ._. Neither_rr John_np1 or_cc myself_ppx1 are_vbr any_dd good_jj	Great Britain	wlp_gb_g03.txt	Every 11-year-old in the country will be tested on  - Daily Mail	General	http://www.dailymail.co.uk/news/article-2169524/Back-basics-grammar-test-11-year-olds.html	1204	https://cqpweb.bham.ac.uk/glowbe/context.php?qname=gukvjw2hwnl&batch=1011	565138929	565138930
