Number of hit	Text ID	Context before	Query item	Context after	Tagged context before	Tagged query item	Tagged context after	Activity description	Selected characterisations of conversation type	Transcription conventions used	Sample release inclusion	List of speaker IDs	Number of speakers	Recording date	Recording length	Recording location	Recording period	Year of recording	Inter-speaker relationship	Topics covered	Transcriber	URL	Match-begin corpus position	Match-end corpus position
21	S376	or whatever there 's there 's an odd feeling about it like it 's just unlimited like I could just	be sat	here all day whereas yeah I do n't feel like that with TV yeah it 's too much it 's	or_CC whatever_DDQV there_EX 's_VBZ there_EX 's_VBZ an_AT1 odd_JJ feeling_NN1 about_II it_PPH1 like_II it_PPH1 's_VBZ just_RR unlimited_JJ like_RR I_PPIS1 could_VM just_RR	be_VBI sat_VVN	here_RL all_DB day_NNT1 whereas_CS yeah_UH I_PPIS1 do_VD0 n't_XX feel_VVI like_II that_DD1 with_IW TV_NN1 yeah_UH it_PPH1 's_VBZ too_RG much_DA1 it_PPH1 's_VBZ	Friends talking about their current and future situations	Discussing, explaining, complaining, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0187 S0188 S0200 S0387	4	2015-03-12	0:33:46	Bristol, home of all speakers	2015 Q1	2015	Close family, partners, very close friends	Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=20	539000	539001
22	S376	yeah aye yeah I do it if I 'm staying there for a while yeah I did it earlier I	was sat	in that room in --ANONplace just with no shoes on I ca n't my feet stink and my shoes stink	yeah_UH aye_UH yeah_UH I_PPIS1 do_VD0 it_PPH1 if_CS I_PPIS1 'm_VBM staying_VVG there_RL for_IF a_AT1 while_NNT1 yeah_UH I_PPIS1 did_VDD it_PPH1 earlier_RRR I_PPIS1	was_VBDZ sat_VVN	in_II that_DD1 room_NN1 in_II --ANONplace_NP1 just_RR with_IW no_AT shoes_NN2 on_II I_PPIS1 ca_VM n't_XX my_APPGE feet_NN2 stink_VVI and_CC my_APPGE shoes_NN2 stink_VV0	Friends talking about their current and future situations	Discussing, explaining, complaining, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0187 S0188 S0200 S0387	4	2015-03-12	0:33:46	Bristol, home of all speakers	2015 Q1	2015	Close family, partners, very close friends	Experiences, Celebrities, Work, Other family members, Living arrangements, Internet, Other people, university.	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=21	541131	541132
23	S37E	even take the pier across to the canal on the other side mm people are taking the --UNCLEARWORD so people	are sitting	over there with the picnic area yeah what 's the one it 's on the way if you go the	even_RR take_VV0 the_AT pier_NN1 across_II to_II the_AT canal_NN1 on_II the_AT other_JJ side_NN1 mm_UH people_NN are_VBR taking_VVG the_AT --UNCLEARWORD_FU so_RR people_NN	are_VBR sitting_VVG	over_RL21 there_RL22 with_IW the_AT picnic_NN1 area_NN1 yeah_UH what_DDQ 's_VBZ the_AT one_PN1 it_PPH1 's_VBZ on_II the_AT way_NN1 if_CS you_PPY go_VV0 the_AT	Family catch-up on the way to the train station 	Discussing, explaining, inquiring, complaining, advising, inviting, announcing,  anecdote telling, making arrangements	Revised	Texts within Sample release	S0439 S0440 S0481	3	2015-09-12	0:20:53	car	2015 Q3	2015	Close family, partners, very close friends	Local area, organizing plans to London, history, housing, money, pubs, holidays. 	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=22	547388	547389
24	S3LE	night every other night we put her to bed and we 'd go to bed ten minutes later --ANONnameF would	be stood	next to the bed and like night after night after night and then one of us would take her back	night_NNT1 every_AT1 other_JJ night_NNT1 we_PPIS2 put_VV0 her_PPHO1 to_II bed_NN1 and_CC we_PPIS2 'd_VM go_VVI to_II bed_NN1 ten_MC minutes_NNT2 later_RRR --ANONnameF_NP1 would_VM	be_VBI stood_VVN	next_II21 to_II22 the_AT bed_NN1 and_CC like_II night_NNT1 after_II night_NNT1 after_II night_NNT1 and_CC then_RT one_MC1 of_IO us_PPIO2 would_VM take_VVI her_PPHO1 back_RP	Farewell dinner with Reg.	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0336 S0337 S0342 S0343	4	2015-02-06	2:46:49	Pub	2015 Q1	2015	Close family, partners, very close friends	Satnavs, google maps, family, Saudi Arabia, decorating, jobs, friends.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=23	756529	756530
25	S3LE	it so it only holds about ten litres of water yeah so you 're saving money ? so you 'd	be sitting	there and you fill it as opposed to --UNCLEARWORD so you 're not s- you 're not saving money you	it_PPH1 so_RR it_PPH1 only_RR holds_VVZ about_RG ten_MC litres_NNU2 of_IO water_NN1 yeah_UH so_RR you_PPY 're_VBR saving_VVG money_NN1 ?_YQUE so_CS you_PPY 'd_VM	be_VBI sitting_VVG	there_RL and_CC you_PPY fill_VV0 it_PPH1 as_II31 opposed_II32 to_II33 --UNCLEARWORD_FU so_CS you_PPY 're_VBR not_XX s-_FU you_PPY 're_VBR not_XX saving_VVG money_NN1 you_PPY	Farewell dinner with Reg.	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0336 S0337 S0342 S0343	4	2015-02-06	2:46:49	Pub	2015 Q1	2015	Close family, partners, very close friends	Satnavs, google maps, family, Saudi Arabia, decorating, jobs, friends.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=24	772003	772004
26	S3LE	a lift home then yeah --UNCLEARWORD yeah yeah that 's not a problem I 'll fish out my card I	'm sitting	here now thinking did I put the money in the car or not ? did I put some I 'll	a_AT1 lift_NN1 home_RL then_RT yeah_UH --UNCLEARWORD_FU yeah_UH yeah_UH that_DD1 's_VBZ not_XX a_AT1 problem_NN1 I_PPIS1 'll_VM fish_VVI out_RP my_APPGE card_NN1 I_PPIS1	'm_VBM sitting_VVG	here_RL now_RT thinking_NN1 did_VDD I_PPIS1 put_VVI the_AT money_NN1 in_II the_AT car_NN1 or_CC not_XX ?_YQUE did_VDD I_PPIS1 put_VVI some_DD I_PPIS1 'll_VM	Farewell dinner with Reg.	Discussing, explaining, inquiring, complaining, advising, requesting, inviting, announcing, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0336 S0337 S0342 S0343	4	2015-02-06	2:46:49	Pub	2015 Q1	2015	Close family, partners, very close friends	Satnavs, google maps, family, Saudi Arabia, decorating, jobs, friends.	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=25	772770	772771
27	S3TD	he was just he did n't he did n't have a cup or a bowl or what have you he	was sitting	with his legs you know bunched up in front of him right and presumably you recognised him did you ?	he_PPHS1 was_VBDZ just_RR he_PPHS1 did_VDD n't_XX he_PPHS1 did_VDD n't_XX have_VHI a_AT1 cup_NN1 or_CC a_AT1 bowl_NN1 or_CC what_DDQ have_VH0 you_PPY he_PPHS1	was_VBDZ sitting_VVG	with_IW his_APPGE legs_NN2 you_PPY know_VV0 bunched_VVN up_RP in_II31 front_II32 of_II33 him_PPHO1 right_RR and_CC presumably_RR you_PPY recognised_VVD him_PPHO1 did_VDD you_PPY ?_YQUE	A discussion about whether luck exists	Discussing, explaining	Revised	Texts within Sample release	S0247 S0248	2	2014-08-16	0:12:35	At home	2014 Q3	2014	Close family, partners, very close friends	Superstitions / good luck / bad luck / sporting rituals, lucky charms, etc.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=26	850675	850676
28	S3U3	lecture room two mm and you went into the lecture room one yeah to sit down and the German teacher	's sitting	opposite you on the table er you sit there and then he asks goes through the questions and then you	lecture_NN1 room_NN1 two_MC mm_UH and_CC you_PPY went_VVD into_II the_AT lecture_NN1 room_NN1 one_MC1 yeah_UH to_TO sit_VVI down_RP and_CC the_AT German_JJ teacher_NN1	's_VBZ sitting_VVG	opposite_RL you_PPY on_II the_AT table_NN1 er_UH you_PPY sit_VV0 there_RL and_CC then_RT he_PPHS1 asks_VVZ goes_VVZ through_II the_AT questions_NN2 and_CC then_RT you_PPY	Grandmother’s visit	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements	Revised	Texts not in Sample release	S0390 S0391 S0392 S0393	4	2015-03-27	1:00:54	Speakers' home	2015 Q1	2015	Close family, partners, very close friends	recent week, coffee shops, education, injury solicitors, TV, weather/climate, paganism, magazines,  photography, technology, accents, politics, books, de-cluttering, boats, religion, other people, music, ceilidh, copyright, short-stories, psychology, plans for the week ahead, computers, recycling, telephones, 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=27	858393	858394
29	S3YZ	was you next line Sugar tits Sugar that was so funny I was reading it in the kitchen as --ANONnameM	was standing	next to me he was facing me though --UNCLEARWORD could n't see --UNCLEARWORD very very funny looking I like --ANONnameM	was_VBDZ you_PPY next_MD line_NN1 Sugar_NN1 tits_NN2 Sugar_NN1 that_CST was_VBDZ so_RG funny_JJ I_PPIS1 was_VBDZ reading_VVG it_PPH1 in_II the_AT kitchen_NN1 as_II --ANONnameM_NP1	was_VBDZ standing_VVG	next_II21 to_II22 me_PPIO1 he_PPHS1 was_VBDZ facing_VVG me_PPIO1 though_RR --UNCLEARWORD_FU could_VM n't_XX see_VVI --UNCLEARWORD_FU very_RG very_RG funny_JJ looking_VVG I_PPIS1 like_VV0 --ANONnameM_NP1	Friends cooking and eating dinner, chatting, watching a movie	Discussing, explaining, inquiring, complaining, advising, anecdote telling, making arrangements 	Original	Texts within Sample release	S0041 S0046 S0086 S0169	4	2012-04-18	1:37:19	ANON’s home, Cambridge	2012 Q2	2012	Friends, wider family circle		T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=28	893365	893366
30	S49V	of a bridge he did huh ? you know these wooden planks going round the ditches ? yeah yeah I	was stood	on one and I whistled him and he tried to get past me and his left foot went and he	of_IO a_AT1 bridge_NN1 he_PPHS1 did_VDD huh_UH ?_YQUE you_PPY know_VV0 these_DD2 wooden_JJ planks_NN2 going_VVG round_II the_AT ditches_NN2 ?_YQUE yeah_UH yeah_UH I_PPIS1	was_VBDZ stood_VVN	on_II one_MC1 and_CC I_PPIS1 whistled_VVD him_PPHO1 and_CC he_PPHS1 tried_VVD to_TO get_VVI past_II me_PPIO1 and_CC his_APPGE left_JJ foot_NN1 went_VVD and_CC he_PPHS1	Just visiting	Discussing, explaining, inquiring	Revised	Texts not in Sample release	S0012 S0013 S0278	3	2015-05-10	0:49:28	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Dog, food, hostel, vets, agricultural shows, signwriting, texting, Facebook, parking at the pub, moving house, hoarding	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=29	981579	981580
31	S49V	's --UNCLEARWORD yeah --UNCLEARWORD er that 's that 's that 's ridiculous and you get events happening and no one	's sitting	in the seats --ANONplace show first come first serve you wan na sit in a yeah fine you know and	's_VBZ --UNCLEARWORD_FU yeah_UH --UNCLEARWORD_FU er_UH that_DD1 's_VBZ that_DD1 's_VBZ that_DD1 's_VBZ ridiculous_JJ and_CC you_PPY get_VV0 events_NN2 happening_VVG and_CC no_PN121 one_PN122	's_VBZ sitting_VVG	in_II the_AT seats_NN2 --ANONplace_NP1 show_NN1 first_MD come_VV0 first_MD serve_VV0 you_PPY wan_VV0 na_TO sit_VVI in_II a_AT1 yeah_UH fine_JJ you_PPY know_VV0 and_CC	Just visiting	Discussing, explaining, inquiring	Revised	Texts not in Sample release	S0012 S0013 S0278	3	2015-05-10	0:49:28	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Dog, food, hostel, vets, agricultural shows, signwriting, texting, Facebook, parking at the pub, moving house, hoarding	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=30	984645	984646
32	S49V	were n't allowed to talk for the whole meal you just sat there and then there were guests came and	were sitting	in there you see and then you see at some stage they would --UNCLEARWORD oh what are they doing up	were_VBDR n't_XX allowed_VVN to_TO talk_VVI for_IF the_AT whole_JJ meal_NN1 you_PPY just_RR sat_VVD there_RL and_CC then_RT there_EX were_VBDR guests_NN2 came_VVD and_CC	were_VBDR sitting_VVG	in_II there_RL you_PPY see_VV0 and_CC then_RT you_PPY see_VV0 at_II some_DD stage_NN1 they_PPHS2 would_VM --UNCLEARWORD_FU oh_UH what_DDQ are_VBR they_PPHS2 doing_VDG up_RP	Just visiting	Discussing, explaining, inquiring	Revised	Texts not in Sample release	S0012 S0013 S0278	3	2015-05-10	0:49:28	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Dog, food, hostel, vets, agricultural shows, signwriting, texting, Facebook, parking at the pub, moving house, hoarding	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=31	987226	987227
33	S49V	thing I I 'd got up there once cos I organised a we sat on benches and if if someone	's sitting	on on the end of the bench oh you get up I organised it so all of them would get	thing_NN1 I_PPIS1 I_PPIS1 'd_VHD got_VVN up_RP there_RL once_CS cos_CS I_PPIS1 organised_VVD a_AT1 we_PPIS2 sat_VVD on_II benches_NN2 and_CC if_CS if_CS someone_PN1	's_VBZ sitting_VVG	on_II on_II the_AT end_NN1 of_IO the_AT bench_NN1 oh_UH you_PPY get_VV0 up_RP I_PPIS1 organised_VVD it_PPH1 so_RR all_DB of_IO them_PPHO2 would_VM get_VVI	Just visiting	Discussing, explaining, inquiring	Revised	Texts not in Sample release	S0012 S0013 S0278	3	2015-05-10	0:49:28	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Dog, food, hostel, vets, agricultural shows, signwriting, texting, Facebook, parking at the pub, moving house, hoarding	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=32	987285	987286
34	S4BA	? she said yeah excuse me but someone had told us they also put the recirculate I said if you	're sitting	breathing out yeah moisture it 's not going to s- recircuit mm or any fresh air coming in mm mine	?_YQUE she_PPHS1 said_VVD yeah_UH excuse_VV0 me_PPIO1 but_CCB someone_PN1 had_VHD told_VVN us_PPIO2 they_PPHS2 also_RR put_VV0 the_AT recirculate_NN1 I_PPIS1 said_VVD if_CS you_PPY	're_VBR sitting_VVG	breathing_VVG out_RP yeah_UH moisture_NN1 it_PPH1 's_VBZ not_XX going_VVG to_II s-_FU recircuit_NN1 mm_UH or_CC any_DD fresh_JJ air_NN1 coming_VVG in_RP mm_UH mine_PPGE	Family talking over a meal on Boxing Day	Discussing, explaining, inquiring, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0547 S0548 S0549 S0550 S0551 S0552 S0553	7	2015-12-26	0:29:29	The home of ANON, ANON, ANON, ANON and ANON, High Lane, Stockport.	2015 Q4	2015	Close family, partners, very close friends	Pulling crackers, cracker jokes, food, working in a chip shop, where the plates and dishes have come from, what our extended family did Christmas day, the relations between our extended family and their nephew ANON, where ANON will live, sayings, ANON's next year at university, ANON's house at university, a game from the night before, taste and flavor, butter, childhood food, grandad’s travels, cameras, cars.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=33	994421	994422
35	S4JC	mm oh is that the one from er erm Sainsbury 's ? I think it 's the one --ANONnameM has	been sitting	on and he 's broken it now no you can bugger right off cos I 've never sat there no	mm_UH oh_UH is_VBZ that_DD1 the_AT one_PN1 from_II er_UH erm_UH Sainsbury_NP1 's_GE ?_YQUE I_PPIS1 think_VV0 it_PPH1 's_VBZ the_AT one_MC1 --ANONnameM_NP1 has_VHZ	been_VBN sitting_VVG	on_RP and_CC he_PPHS1 's_VHZ broken_VVN it_PPH1 now_RT no_UH you_PPY can_VM bugger_VVI right_RR off_RP cos_CS I_PPIS1 've_VH0 never_RR sat_VVN there_RL no_UH	Family talking over the starter of Christmas dinner.	Discussing, Explaining, Inquiring, complaining, anecdote telling, telling jokes	Revised	Texts not in Sample release	S0547 S0548 S0549 S0550 S0551	5	2015-12-25	0:15:25	Home of ANON to ANON, High Lane, Stockport.	2015 Q4	2015	Close family, partners, very close friends	The tumble dryer, mum dropping her underpants style napkin, Daniel O’Donnel, seeing Caroline Aherne as Mrs Merton, the broken chair, ANON the hairdresser and her baby, Mum’s top, Christmas card from next door, the neighbours across the road, Christmas day traffic, pulling crackers, presents in crackers, napkins in the style of underpants, cracker jokes, ANON playing with the cracker toy – mini skittles, opening table presents, ANON's uni friend ANON, ANON's starter, warmth of plates.	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=34	1026525	1026526
36	S4QF	was eating stuff was n't he ? he ea- he he ate the candles he ate the furniture oh he	's sitting	look he ate socks and getting trained right they 've got him on a lead now he does n't like	was_VBDZ eating_VVG stuff_NN1 was_VBDZ n't_XX he_PPHS1 ?_YQUE he_PPHS1 ea-_FU he_PPHS1 he_PPHS1 ate_VVD the_AT candles_NN2 he_PPHS1 ate_VVD the_AT furniture_NN1 oh_UH he_PPHS1	's_VBZ sitting_VVG	look_VV0 he_PPHS1 ate_VVD socks_NN2 and_CC getting_VVG trained_VVN right_RR they_PPHS2 've_VH0 got_VVN him_PPHO1 on_II a_AT1 lead_NN1 now_RT he_PPHS1 does_VDZ n't_XX like_VVI	Grandparents visit	Discussing, explaining, inquiring, anecdote telling, making arrangements, telling jokes	Revised	Texts within Sample release	S0251 S0252 S0368 S0369	4	2015-02-14	1:58:42	Sitting Room, Malton	2015 Q1	2015	Close family, partners, very close friends	Household matters	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=35	1109273	1109274
37	S4T3	er turn the fucking moaned at me this morning having the light on turn the light off please here he	is sat	in here with fucking curtains o- closed light on in the middle of the day that 's not gon na	er_UH turn_VV0 the_AT fucking_RR moaned_VVD at_II me_PPIO1 this_DD1 morning_NNT1 having_VHG the_AT light_NN1 on_II turn_VV0 the_AT light_NN1 off_RP please_RR here_RL he_PPHS1	is_VBZ sat_VVN	in_II here_RL with_IW fucking_JJ curtains_NN2 o-_FU closed_JJ light_NN1 on_RP in_II the_AT middle_NN1 of_IO the_AT day_NNT1 that_DD1 's_VBZ not_XX gon_VVGK na_TO	Friends talking whilst playing video games	Discussing, explaining, telling jokes	Revised	Texts within Sample release	S0187 S0188 S0384	3	2015-01-24	0:23:57	Home of speakers, Bristol	2015 Q1	2015	Friends, wider family circle	Sport, Video Games, Opposite sex. 	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=36	1132801	1132802
38	S4TV	said that to me today --ANONnameM and --ANONnameM who did ? said he said that to me yesterday when we	were sat	there he was like --ANONnameM I 'm doing this I 'm telling you this in your best interest for tennis	said_VVD that_CST to_II me_PPIO1 today_RT --ANONnameM_NP1 and_CC --ANONnameM_NP1 who_PNQS did_VDD ?_YQUE said_VVD he_PPHS1 said_VVD that_CST to_II me_PPIO1 yesterday_RT when_CS we_PPIS2	were_VBDR sat_VVN	there_RL he_PPHS1 was_VBDZ like_II --ANONnameM_NP1 I_PPIS1 'm_VBM doing_VDG this_DD1 I_PPIS1 'm_VBM telling_VVG you_PPY this_DD1 in_II your_APPGE best_JJT interest_NN1 for_IF tennis_NN1	Chatting during a family meal.	Discussing, explaining, inquiring, anecdote telling	Revised	Texts not in Sample release	S0517 S0570 S0571 S0572	4	2016-06-24	2:42:00	Family home, Fradley, Lichfield	2016 Q2	2016	Close family, partners, very close friends	school, tennis, football, tennis coaching, referendum, apprenticeships and future plans, investing in a business	T10	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=37	1152441	1152442
39	S4VJ	but you f- what you forget is how far you have to walk from oh sure yeah I mean you	were stood	to get a a distance to walk to --ANONplace station yeah the museums back to back to --ANONplace station yeah	but_CCB you_PPY f-_FU what_DDQ you_PPY forget_VV0 is_VBZ how_RGQ far_RR you_PPY have_VH0 to_TO walk_VVI from_II oh_UH sure_JJ yeah_UH I_PPIS1 mean_VV0 you_PPY	were_VBDR stood_VVN	to_TO get_VVI a_AT1 a_AT1 distance_NN1 to_TO walk_VVI to_II --ANONplace_NP1 station_NN1 yeah_UH the_AT museums_NN2 back_RP to_II back_RP to_II --ANONplace_NP1 station_NN1 yeah_UH	A Sunday afternoon outing in London	Discussing, explaining, inquiring, complaining	Revised	Texts within Sample release	S0247 S0248	2	2014-08-24	0:14:55	At home	2014 Q3	2014	Close family, partners, very close friends	Museums / Imax and 3D cinema / public transport	T15	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=38	1169124	1169125
40	S55M	of sources for that mm a lot of sources --UNCLEARWORD was debating the --UNCLEARWORD then yeah I think so you	were standing	on it just like hm hm d- d- do you wan na hear this first paragraph of this example essay	of_IO sources_NN2 for_IF that_DD1 mm_UH a_AT1 lot_NN1 of_IO sources_NN2 --UNCLEARWORD_FU was_VBDZ debating_VVG the_AT --UNCLEARWORD_FU then_RT yeah_UH I_PPIS1 think_VV0 so_RR you_PPY	were_VBDR standing_VVG	on_II it_PPH1 just_RR like_RR hm_UH hm_UH d-_FU d-_FU do_VD0 you_PPY wan_VV0 na_TO hear_VVI this_DD1 first_MD paragraph_NN1 of_IO this_DD1 example_NN1 essay_NN1	Friends gathering for Christmas talking about university and general life. 	Discussing, explaining, Inquiring, complaining, advising, telling jokes	Revised	Texts not in Sample release	S0592 S0596 S0597 S0598 S0599	5	2015-12-18	2:00:00	ANON’s house, Surrey	2015 Q4	2015	Friends, wider family circle	University, work, Christmas, friends, family, food, children, dating. 	T02	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=39	1259955	1259956
41	S575	? when I 'm driving at about fifteen miles an hour and able to talk to your mother assuming she	's sitting	next to me in the car does help does help no it 's considerably easier when we 're in the	?_YQUE when_CS I_PPIS1 'm_VBM driving_VVG at_II about_RG fifteen_MC miles_NNU2 an_AT1 hour_NNT1 and_CC able_JK to_TO talk_VVI to_II your_APPGE mother_NN1 assuming_VVG she_PPHS1	's_VBZ sitting_VVG	next_II21 to_II22 me_PPIO1 in_II the_AT car_NN1 does_VDZ help_VVI does_VDZ help_VVI no_UH it_PPH1 's_VBZ considerably_RR easier_JJR when_CS we_PPIS2 're_VBR in_II the_AT	Family catching up and chatting about money.	Discussing, explaining, complaining, advising, making arrangements	Original	Texts within Sample release	S0017 S0018 S0019	3	2012-03-16	0:58:25	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Wildlife, justice system/police, supermarket prices, money/banking, climate/weather, mobile phone providers, pets, customer service, complaints, health, making plans, family	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=40	1292819	1292820
42	S575	and that 's very hard work but we ha- you have n't had to it 's much easier while we	're sat	here you have n't had to I 've been aware of everything you say yes because you know there 's	and_CC that_DD1 's_VBZ very_RG hard_JJ work_NN1 but_CCB we_PPIS2 ha-_FU you_PPY have_VH0 n't_XX had_VHN to_TO it_PPH1 's_VBZ much_RR easier_RRR while_CS we_PPIS2	're_VBR sat_VVN	here_RL you_PPY have_VH0 n't_XX had_VHN to_TO I_PPIS1 've_VH0 been_VBN aware_JJ of_IO everything_PN1 you_PPY say_VV0 yes_UH because_CS you_PPY know_VV0 there_EX 's_VBZ	Family catching up and chatting about money.	Discussing, explaining, complaining, advising, making arrangements	Original	Texts within Sample release	S0017 S0018 S0019	3	2012-03-16	0:58:25	ANON’s home, Birmingham	2012 Q1	2012	Close family, partners, very close friends	Wildlife, justice system/police, supermarket prices, money/banking, climate/weather, mobile phone providers, pets, customer service, complaints, health, making plans, family	T11	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=41	1292898	1292899
43	S59W	on lunch time duty outside this lad got upset because he got hit by the ball by the football he	was standing	behind the goals talking oh right and he got hit three times and the third time he picked the ball	on_II lunch_NN1 time_NNT1 duty_NN1 outside_II this_DD1 lad_NN1 got_VVN upset_JJ because_CS he_PPHS1 got_VVD hit_VVN by_II the_AT ball_NN1 by_II the_AT football_NN1 he_PPHS1	was_VBDZ standing_VVG	behind_II the_AT goals_NN2 talking_VVG oh_UH right_RR and_CC he_PPHS1 got_VVD hit_VVN three_MC times_NNT2 and_CC the_AT third_MD time_NNT1 he_PPHS1 picked_VVD the_AT ball_NN1	Just come round!	Discussing, Explaining, Complaining, Making arrangements	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-13	0:59:11	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Football, application form, problem children, baby birds in nest, cockerel, birthdays, 3D printing, houses, shabby workmanship, not sleeping	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=42	1310159	1310160
44	S59W	he ? so I pulled him over he says he 's aiming at me oh and I just went you	are standing	in the goal area talking you 're standing behind the goal area people are playing football they 're going to	he_PPHS1 ?_YQUE so_RR I_PPIS1 pulled_VVD him_PPHO1 over_RP he_PPHS1 says_VVZ he_PPHS1 's_VBZ aiming_VVG at_II me_PPIO1 oh_UH and_CC I_PPIS1 just_RR went_VVD you_PPY	are_VBR standing_VVG	in_II the_AT goal_NN1 area_NN1 talking_VVG you_PPY 're_VBR standing_VVG behind_II the_AT goal_NN1 area_NN1 people_NN are_VBR playing_VVG football_NN1 they_PPHS2 're_VBR going_VVGK to_TO	Just come round!	Discussing, Explaining, Complaining, Making arrangements	Revised	Texts not in Sample release	S0012 S0013 S0152	3	2015-05-13	0:59:11	Freelancer's home	2015 Q2	2015	Close family, partners, very close friends	Football, application form, problem children, baby birds in nest, cockerel, birthdays, 3D printing, houses, shabby workmanship, not sleeping	T09	https://cqpweb.lancs.ac.uk/bnc2014spoken/context.php?qid=0062o6&batch=43	1310215	1310216
